original_id,split,variant,path,quality_label,blur,underexposure,overexposure,noise,severe_degradation,visual_defect
4,train,underexposure,data/processed/images/0004_underexposure.png,DEGRADED,0,1,0,0,0,0
4,train,overexposure,data/processed/images/0004_overexposure.png,DEGRADED,0,0,1,0,0,0
4,train,noise,data/processed/images/0004_noise.png,DEGRADED,0,0,0,1,0,0
4,train,severe,data/processed/images/0004_severe.png,DEGRADED,1,0,0,1,1,0
4,train,defect,data/processed/images/0004_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
5,train,clean,data/processed/images/0005_clean.png,ACCEPTABLE,0,0,0,0,0,0
5,train,blur,data/processed/images/0005_blur.png,DEGRADED,1,0,0,0,0,0
5,train,underexposure,data/processed/images/0005_underexposure.png,DEGRADED,0,1,0,0,0,0
5,train,overexposure,data/processed/images/0005_overexposure.png,DEGRADED,0,0,1,0,0,0
5,train,noise,data/processed/images/0005_noise.png,DEGRADED,0,0,0,1,0,0
5,train,severe,data/processed/images/0005_severe.png,DEGRADED,1,0,0,1,1,0
5,train,defect,data/processed/images/0005_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
6,test,clean,data/processed/images/0006_clean.png,ACCEPTABLE,0,0,0,0,0,0
6,test,blur,data/processed/images/0006_blur.png,DEGRADED,1,0,0,0,0,0
6,test,underexposure,data/processed/images/0006_underexposure.png,DEGRADED,0,1,0,0,0,0
6,test,overexposure,data/processed/images/0006_overexposure.png,DEGRADED,0,0,1,0,0,0
6,test,noise,data/processed/images/0006_noise.png,DEGRADED,0,0,0,1,0,0
6,test,severe,data/processed/images/0006_severe.png,DEGRADED,1,0,0,1,1,0
6,test,defect,data/processed/images/0006_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
7,train,clean,data/processed/images/0007_clean.png,ACCEPTABLE,0,0,0,0,0,0
7,train,blur,data/processed/images/0007_blur.png,DEGRADED,1,0,0,0,0,0
7,train,underexposure,data/processed/images/0007_underexposure.png,DEGRADED,0,1,0,0,0,0
7,train,overexposure,data/processed/images/0007_overexposure.png,DEGRADED,0,0,1,0,0,0
7,train,noise,data/processed/images/0007_noise.png,DEGRADED,0,0,0,1,0,0
7,train,severe,data/processed/images/0007_severe.png,DEGRADED,1,0,0,1,1,0
7,train,defect,data/processed/images/0007_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
8,train,clean,data/processed/images/0008_clean.png,ACCEPTABLE,0,0,0,0,0,0
8,train,blur,data/processed/images/0008_blur.png,DEGRADED,1,0,0,0,0,0
8,train,underexposure,data/processed/images/0008_underexposure.png,DEGRADED,0,1,0,0,0,0
8,train,overexposure,data/processed/images/0008_overexposure.png,DEGRADED,0,0,1,0,0,0
8,train,noise,data/processed/images/0008_noise.png,DEGRADED,0,0,0,1,0,0
8,train,severe,data/processed/images/0008_severe.png,DEGRADED,1,0,0,1,1,0
8,train,defect,data/processed/images/0008_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
9,val,clean,data/processed/images/0009_clean.png,ACCEPTABLE,0,0,0,0,0,0
9,val,blur,data/processed/images/0009_blur.png,DEGRADED,1,0,0,0,0,0
9,val,underexposure,data/processed/images/0009_underexposure.png,DEGRADED,0,1,0,0,0,0
9,val,overexposure,data/processed/images/0009_overexposure.png,DEGRADED,0,0,1,0,0,0
9,val,noise,data/processed/images/0009_noise.png,DEGRADED,0,0,0,1,0,0
9,val,severe,data/processed/images/0009_severe.png,DEGRADED,1,0,0,1,1,0
9,val,defect,data/processed/images/0009_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
10,train,clean,data/processed/images/0010_clean.png,ACCEPTABLE,0,0,0,0,0,0
10,train,blur,data/processed/images/0010_blur.png,DEGRADED,1,0,0,0,0,0
10,train,underexposure,data/processed/images/0010_underexposure.png,DEGRADED,0,1,0,0,0,0
10,train,overexposure,data/processed/images/0010_overexposure.png,DEGRADED,0,0,1,0,0,0
10,train,noise,data/processed/images/0010_noise.png,DEGRADED,0,0,0,1,0,0
10,train,severe,data/processed/images/0010_severe.png,DEGRADED,1,0,0,1,1,0
10,train,defect,data/processed/images/0010_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
11,test,clean,data/processed/images/0011_clean.png,ACCEPTABLE,0,0,0,0,0,0
11,test,blur,data/processed/images/0011_blur.png,DEGRADED,1,0,0,0,0,0
11,test,underexposure,data/processed/images/0011_underexposure.png,DEGRADED,0,1,0,0,0,0
11,test,overexposure,data/processed/images/0011_overexposure.png,DEGRADED,0,0,1,0,0,0
11,test,noise,data/processed/images/0011_noise.png,DEGRADED,0,0,0,1,0,0
11,test,severe,data/processed/images/0011_severe.png,DEGRADED,1,0,0,1,1,0
11,test,defect,data/processed/images/0011_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
12,train,clean,data/processed/images/0012_clean.png,ACCEPTABLE,0,0,0,0,0,0
12,train,blur,data/processed/images/0012_blur.png,DEGRADED,1,0,0,0,0,0
12,train,underexposure,data/processed/images/0012_underexposure.png,DEGRADED,0,1,0,0,0,0
12,train,overexposure,data/processed/images/0012_overexposure.png,DEGRADED,0,0,1,0,0,0
12,train,noise,data/processed/images/0012_noise.png,DEGRADED,0,0,0,1,0,0
12,train,severe,data/processed/images/0012_severe.png,DEGRADED,1,0,0,1,1,0
12,train,defect,data/processed/images/0012_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
13,train,clean,data/processed/images/0013_clean.png,ACCEPTABLE,0,0,0,0,0,0
13,train,blur,data/processed/images/0013_blur.png,DEGRADED,1,0,0,0,0,0
13,train,underexposure,data/processed/images/0013_underexposure.png,DEGRADED,0,1,0,0,0,0
13,train,overexposure,data/processed/images/0013_overexposure.png,DEGRADED,0,0,1,0,0,0
13,train,noise,data/processed/images/0013_noise.png,DEGRADED,0,0,0,1,0,0
13,train,severe,data/processed/images/0013_severe.png,DEGRADED,1,0,0,1,1,0
13,train,defect,data/processed/images/0013_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
14,test,clean,data/processed/images/0014_clean.png,ACCEPTABLE,0,0,0,0,0,0
14,test,blur,data/processed/images/0014_blur.png,DEGRADED,1,0,0,0,0,0
14,test,underexposure,data/processed/images/0014_underexposure.png,DEGRADED,0,1,0,0,0,0
14,test,overexposure,data/processed/images/0014_overexposure.png,DEGRADED,0,0,1,0,0,0
14,test,noise,data/processed/images/0014_noise.png,DEGRADED,0,0,0,1,0,0
14,test,severe,data/processed/images/0014_severe.png,DEGRADED,1,0,0,1,1,0
14,test,defect,data/processed/images/0014_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
15,val,clean,data/processed/images/0015_clean.png,ACCEPTABLE,0,0,0,0,0,0
15,val,blur,data/processed/images/0015_blur.png,DEGRADED,1,0,0,0,0,0
15,val,underexposure,data/processed/images/0015_underexposure.png,DEGRADED,0,1,0,0,0,0
15,val,overexposure,data/processed/images/0015_overexposure.png,DEGRADED,0,0,1,0,0,0
15,val,noise,data/processed/images/0015_noise.png,DEGRADED,0,0,0,1,0,0
15,val,severe,data/processed/images/0015_severe.png,DEGRADED,1,0,0,1,1,0
15,val,defect,data/processed/images/0015_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
16,val,clean,data/processed/images/0016_clean.png,ACCEPTABLE,0,0,0,0,0,0
16,val,blur,data/processed/images/0016_blur.png,DEGRADED,1,0,0,0,0,0
16,val,underexposure,data/processed/images/0016_underexposure.png,DEGRADED,0,1,0,0,0,0
16,val,overexposure,data/processed/images/0016_overexposure.png,DEGRADED,0,0,1,0,0,0
16,val,noise,data/processed/images/0016_noise.png,DEGRADED,0,0,0,1,0,0
16,val,severe,data/processed/images/0016_severe.png,DEGRADED,1,0,0,1,1,0
16,val,defect,data/processed/images/0016_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
17,train,clean,data/processed/images/0017_clean.png,ACCEPTABLE,0,0,0,0,0,0
17,train,blur,data/processed/images/0017_blur.png,DEGRADED,1,0,0,0,0,0
17,train,underexposure,data/processed/images/0017_underexposure.png,DEGRADED,0,1,0,0,0,0
17,train,overexposure,data/processed/images/0017_overexposure.png,DEGRADED,0,0,1,0,0,0
17,train,noise,data/processed/images/0017_noise.png,DEGRADED,0,0,0,1,0,0
17,train,severe,data/processed/images/0017_severe.png,DEGRADED,1,0,0,1,1,0
17,train,defect,data/processed/images/0017_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
18,train,clean,data/processed/images/0018_clean.png,ACCEPTABLE,0,0,0,0,0,0
18,train,blur,data/processed/images/0018_blur.png,DEGRADED,1,0,0,0,0,0
18,train,underexposure,data/processed/images/0018_underexposure.png,DEGRADED,0,1,0,0,0,0
18,train,overexposure,data/processed/images/0018_overexposure.png,DEGRADED,0,0,1,0,0,0
18,train,noise,data/processed/images/0018_noise.png,DEGRADED,0,0,0,1,0,0
18,train,severe,data/processed/images/0018_severe.png,DEGRADED,1,0,0,1,1,0
18,train,defect,data/processed/images/0018_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
19,test,clean,data/processed/images/0019_clean.png,ACCEPTABLE,0,0,0,0,0,0
19,test,blur,data/processed/images/0019_blur.png,DEGRADED,1,0,0,0,0,0
19,test,underexposure,data/processed/images/0019_underexposure.png,DEGRADED,0,1,0,0,0,0
19,test,overexposure,data/processed/images/0019_overexposure.png,DEGRADED,0,0,1,0,0,0
19,test,noise,data/processed/images/0019_noise.png,DEGRADED,0,0,0,1,0,0
19,test,severe,data/processed/images/0019_severe.png,DEGRADED,1,0,0,1,1,0
19,test,defect,data/processed/images/0019_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
20,train,clean,data/processed/images/0020_clean.png,ACCEPTABLE,0,0,0,0,0,0
20,train,blur,data/processed/images/0020_blur.png,DEGRADED,1,0,0,0,0,0
20,train,underexposure,data/processed/images/0020_underexposure.png,DEGRADED,0,1,0,0,0,0
20,train,overexposure,data/processed/images/0020_overexposure.png,DEGRADED,0,0,1,0,0,0
20,train,noise,data/processed/images/0020_noise.png,DEGRADED,0,0,0,1,0,0
20,train,severe,data/processed/images/0020_severe.png,DEGRADED,1,0,0,1,1,0
20,train,defect,data/processed/images/0020_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
21,train,clean,data/processed/images/0021_clean.png,ACCEPTABLE,0,0,0,0,0,0
21,train,blur,data/processed/images/0021_blur.png,DEGRADED,1,0,0,0,0,0
21,train,underexposure,data/processed/images/0021_underexposure.png,DEGRADED,0,1,0,0,0,0
21,train,overexposure,data/processed/images/0021_overexposure.png,DEGRADED,0,0,1,0,0,0
21,train,noise,data/processed/images/0021_noise.png,DEGRADED,0,0,0,1,0,0
21,train,severe,data/processed/images/0021_severe.png,DEGRADED,1,0,0,1,1,0
21,train,defect,data/processed/images/0021_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
22,test,clean,data/processed/images/0022_clean.png,ACCEPTABLE,0,0,0,0,0,0
22,test,blur,data/processed/images/0022_blur.png,DEGRADED,1,0,0,0,0,0
22,test,underexposure,data/processed/images/0022_underexposure.png,DEGRADED,0,1,0,0,0,0
22,test,overexposure,data/processed/images/0022_overexposure.png,DEGRADED,0,0,1,0,0,0
22,test,noise,data/processed/images/0022_noise.png,DEGRADED,0,0,0,1,0,0
22,test,severe,data/processed/images/0022_severe.png,DEGRADED,1,0,0,1,1,0
22,test,defect,data/processed/images/0022_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
23,val,clean,data/processed/images/0023_clean.png,ACCEPTABLE,0,0,0,0,0,0
23,val,blur,data/processed/images/0023_blur.png,DEGRADED,1,0,0,0,0,0
23,val,underexposure,data/processed/images/0023_underexposure.png,DEGRADED,0,1,0,0,0,0
23,val,overexposure,data/processed/images/0023_overexposure.png,DEGRADED,0,0,1,0,0,0
23,val,noise,data/processed/images/0023_noise.png,DEGRADED,0,0,0,1,0,0
23,val,severe,data/processed/images/0023_severe.png,DEGRADED,1,0,0,1,1,0
23,val,defect,data/processed/images/0023_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
24,train,clean,data/processed/images/0024_clean.png,ACCEPTABLE,0,0,0,0,0,0
24,train,blur,data/processed/images/0024_blur.png,DEGRADED,1,0,0,0,0,0
24,train,underexposure,data/processed/images/0024_underexposure.png,DEGRADED,0,1,0,0,0,0
24,train,overexposure,data/processed/images/0024_overexposure.png,DEGRADED,0,0,1,0,0,0
24,train,noise,data/processed/images/0024_noise.png,DEGRADED,0,0,0,1,0,0
24,train,severe,data/processed/images/0024_severe.png,DEGRADED,1,0,0,1,1,0
24,train,defect,data/processed/images/0024_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
25,train,clean,data/processed/images/0025_clean.png,ACCEPTABLE,0,0,0,0,0,0
25,train,blur,data/processed/images/0025_blur.png,DEGRADED,1,0,0,0,0,0
25,train,underexposure,data/processed/images/0025_underexposure.png,DEGRADED,0,1,0,0,0,0
25,train,overexposure,data/processed/images/0025_overexposure.png,DEGRADED,0,0,1,0,0,0
25,train,noise,data/processed/images/0025_noise.png,DEGRADED,0,0,0,1,0,0
25,train,severe,data/processed/images/0025_severe.png,DEGRADED,1,0,0,1,1,0
25,train,defect,data/processed/images/0025_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
26,train,clean,data/processed/images/0026_clean.png,ACCEPTABLE,0,0,0,0,0,0
26,train,blur,data/processed/images/0026_blur.png,DEGRADED,1,0,0,0,0,0
26,train,underexposure,data/processed/images/0026_underexposure.png,DEGRADED,0,1,0,0,0,0
26,train,overexposure,data/processed/images/0026_overexposure.png,DEGRADED,0,0,1,0,0,0
26,train,noise,data/processed/images/0026_noise.png,DEGRADED,0,0,0,1,0,0
26,train,severe,data/processed/images/0026_severe.png,DEGRADED,1,0,0,1,1,0
26,train,defect,data/processed/images/0026_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
27,train,clean,data/processed/images/0027_clean.png,ACCEPTABLE,0,0,0,0,0,0
27,train,blur,data/processed/images/0027_blur.png,DEGRADED,1,0,0,0,0,0
27,train,underexposure,data/processed/images/0027_underexposure.png,DEGRADED,0,1,0,0,0,0
27,train,overexposure,data/processed/images/0027_overexposure.png,DEGRADED,0,0,1,0,0,0
27,train,noise,data/processed/images/0027_noise.png,DEGRADED,0,0,0,1,0,0
27,train,severe,data/processed/images/0027_severe.png,DEGRADED,1,0,0,1,1,0
27,train,defect,data/processed/images/0027_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
28,train,clean,data/processed/images/0028_clean.png,ACCEPTABLE,0,0,0,0,0,0
28,train,blur,data/processed/images/0028_blur.png,DEGRADED,1,0,0,0,0,0
28,train,underexposure,data/processed/images/0028_underexposure.png,DEGRADED,0,1,0,0,0,0
28,train,overexposure,data/processed/images/0028_overexposure.png,DEGRADED,0,0,1,0,0,0
28,train,noise,data/processed/images/0028_noise.png,DEGRADED,0,0,0,1,0,0
28,train,severe,data/processed/images/0028_severe.png,DEGRADED,1,0,0,1,1,0
28,train,defect,data/processed/images/0028_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
29,train,clean,data/processed/images/0029_clean.png,ACCEPTABLE,0,0,0,0,0,0
29,train,blur,data/processed/images/0029_blur.png,DEGRADED,1,0,0,0,0,0
29,train,underexposure,data/processed/images/0029_underexposure.png,DEGRADED,0,1,0,0,0,0
29,train,overexposure,data/processed/images/0029_overexposure.png,DEGRADED,0,0,1,0,0,0
29,train,noise,data/processed/images/0029_noise.png,DEGRADED,0,0,0,1,0,0
29,train,severe,data/processed/images/0029_severe.png,DEGRADED,1,0,0,1,1,0
29,train,defect,data/processed/images/0029_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
30,val,clean,data/processed/images/0030_clean.png,ACCEPTABLE,0,0,0,0,0,0
30,val,blur,data/processed/images/0030_blur.png,DEGRADED,1,0,0,0,0,0
30,val,underexposure,data/processed/images/0030_underexposure.png,DEGRADED,0,1,0,0,0,0
30,val,overexposure,data/processed/images/0030_overexposure.png,DEGRADED,0,0,1,0,0,0
30,val,noise,data/processed/images/0030_noise.png,DEGRADED,0,0,0,1,0,0
30,val,severe,data/processed/images/0030_severe.png,DEGRADED,1,0,0,1,1,0
30,val,defect,data/processed/images/0030_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
31,val,clean,data/processed/images/0031_clean.png,ACCEPTABLE,0,0,0,0,0,0
31,val,blur,data/processed/images/0031_blur.png,DEGRADED,1,0,0,0,0,0
31,val,underexposure,data/processed/images/0031_underexposure.png,DEGRADED,0,1,0,0,0,0
31,val,overexposure,data/processed/images/0031_overexposure.png,DEGRADED,0,0,1,0,0,0
31,val,noise,data/processed/images/0031_noise.png,DEGRADED,0,0,0,1,0,0
31,val,severe,data/processed/images/0031_severe.png,DEGRADED,1,0,0,1,1,0
31,val,defect,data/processed/images/0031_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
32,train,clean,data/processed/images/0032_clean.png,ACCEPTABLE,0,0,0,0,0,0
32,train,blur,data/processed/images/0032_blur.png,DEGRADED,1,0,0,0,0,0
32,train,underexposure,data/processed/images/0032_underexposure.png,DEGRADED,0,1,0,0,0,0
32,train,overexposure,data/processed/images/0032_overexposure.png,DEGRADED,0,0,1,0,0,0
32,train,noise,data/processed/images/0032_noise.png,DEGRADED,0,0,0,1,0,0
32,train,severe,data/processed/images/0032_severe.png,DEGRADED,1,0,0,1,1,0
32,train,defect,data/processed/images/0032_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
33,train,clean,data/processed/images/0033_clean.png,ACCEPTABLE,0,0,0,0,0,0
33,train,blur,data/processed/images/0033_blur.png,DEGRADED,1,0,0,0,0,0
33,train,underexposure,data/processed/images/0033_underexposure.png,DEGRADED,0,1,0,0,0,0
33,train,overexposure,data/processed/images/0033_overexposure.png,DEGRADED,0,0,1,0,0,0
33,train,noise,data/processed/images/0033_noise.png,DEGRADED,0,0,0,1,0,0
33,train,severe,data/processed/images/0033_severe.png,DEGRADED,1,0,0,1,1,0
33,train,defect,data/processed/images/0033_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
34,val,clean,data/processed/images/0034_clean.png,ACCEPTABLE,0,0,0,0,0,0
34,val,blur,data/processed/images/0034_blur.png,DEGRADED,1,0,0,0,0,0
34,val,underexposure,data/processed/images/0034_underexposure.png,DEGRADED,0,1,0,0,0,0
34,val,overexposure,data/processed/images/0034_overexposure.png,DEGRADED,0,0,1,0,0,0
34,val,noise,data/processed/images/0034_noise.png,DEGRADED,0,0,0,1,0,0
34,val,severe,data/processed/images/0034_severe.png,DEGRADED,1,0,0,1,1,0
34,val,defect,data/processed/images/0034_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
35,test,clean,data/processed/images/0035_clean.png,ACCEPTABLE,0,0,0,0,0,0
35,test,blur,data/processed/images/0035_blur.png,DEGRADED,1,0,0,0,0,0
35,test,underexposure,data/processed/images/0035_underexposure.png,DEGRADED,0,1,0,0,0,0
35,test,overexposure,data/processed/images/0035_overexposure.png,DEGRADED,0,0,1,0,0,0
35,test,noise,data/processed/images/0035_noise.png,DEGRADED,0,0,0,1,0,0
35,test,severe,data/processed/images/0035_severe.png,DEGRADED,1,0,0,1,1,0
35,test,defect,data/processed/images/0035_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
36,test,clean,data/processed/images/0036_clean.png,ACCEPTABLE,0,0,0,0,0,0
36,test,blur,data/processed/images/0036_blur.png,DEGRADED,1,0,0,0,0,0
36,test,underexposure,data/processed/images/0036_underexposure.png,DEGRADED,0,1,0,0,0,0
36,test,overexposure,data/processed/images/0036_overexposure.png,DEGRADED,0,0,1,0,0,0
36,test,noise,data/processed/images/0036_noise.png,DEGRADED,0,0,0,1,0,0
36,test,severe,data/processed/images/0036_severe.png,DEGRADED,1,0,0,1,1,0
36,test,defect,data/processed/images/0036_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
37,train,clean,data/processed/images/0037_clean.png,ACCEPTABLE,0,0,0,0,0,0
37,train,blur,data/processed/images/0037_blur.png,DEGRADED,1,0,0,0,0,0
37,train,underexposure,data/processed/images/0037_underexposure.png,DEGRADED,0,1,0,0,0,0
37,train,overexposure,data/processed/images/0037_overexposure.png,DEGRADED,0,0,1,0,0,0
37,train,noise,data/processed/images/0037_noise.png,DEGRADED,0,0,0,1,0,0
37,train,severe,data/processed/images/0037_severe.png,DEGRADED,1,0,0,1,1,0
37,train,defect,data/processed/images/0037_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
38,train,clean,data/processed/images/0038_clean.png,ACCEPTABLE,0,0,0,0,0,0
38,train,blur,data/processed/images/0038_blur.png,DEGRADED,1,0,0,0,0,0
38,train,underexposure,data/processed/images/0038_underexposure.png,DEGRADED,0,1,0,0,0,0
38,train,overexposure,data/processed/images/0038_overexposure.png,DEGRADED,0,0,1,0,0,0
38,train,noise,data/processed/images/0038_noise.png,DEGRADED,0,0,0,1,0,0
38,train,severe,data/processed/images/0038_severe.png,DEGRADED,1,0,0,1,1,0
38,train,defect,data/processed/images/0038_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
39,train,clean,data/processed/images/0039_clean.png,ACCEPTABLE,0,0,0,0,0,0
39,train,blur,data/processed/images/0039_blur.png,DEGRADED,1,0,0,0,0,0
39,train,underexposure,data/processed/images/0039_underexposure.png,DEGRADED,0,1,0,0,0,0
39,train,overexposure,data/processed/images/0039_overexposure.png,DEGRADED,0,0,1,0,0,0
39,train,noise,data/processed/images/0039_noise.png,DEGRADED,0,0,0,1,0,0
39,train,severe,data/processed/images/0039_severe.png,DEGRADED,1,0,0,1,1,0
39,train,defect,data/processed/images/0039_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
40,train,clean,data/processed/images/0040_clean.png,ACCEPTABLE,0,0,0,0,0,0
40,train,blur,data/processed/images/0040_blur.png,DEGRADED,1,0,0,0,0,0
40,train,underexposure,data/processed/images/0040_underexposure.png,DEGRADED,0,1,0,0,0,0
40,train,overexposure,data/processed/images/0040_overexposure.png,DEGRADED,0,0,1,0,0,0
40,train,noise,data/processed/images/0040_noise.png,DEGRADED,0,0,0,1,0,0
40,train,severe,data/processed/images/0040_severe.png,DEGRADED,1,0,0,1,1,0
40,train,defect,data/processed/images/0040_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
41,test,clean,data/processed/images/0041_clean.png,ACCEPTABLE,0,0,0,0,0,0
41,test,blur,data/processed/images/0041_blur.png,DEGRADED,1,0,0,0,0,0
41,test,underexposure,data/processed/images/0041_underexposure.png,DEGRADED,0,1,0,0,0,0
41,test,overexposure,data/processed/images/0041_overexposure.png,DEGRADED,0,0,1,0,0,0
41,test,noise,data/processed/images/0041_noise.png,DEGRADED,0,0,0,1,0,0
41,test,severe,data/processed/images/0041_severe.png,DEGRADED,1,0,0,1,1,0
41,test,defect,data/processed/images/0041_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
42,train,clean,data/processed/images/0042_clean.png,ACCEPTABLE,0,0,0,0,0,0
42,train,blur,data/processed/images/0042_blur.png,DEGRADED,1,0,0,0,0,0
42,train,underexposure,data/processed/images/0042_underexposure.png,DEGRADED,0,1,0,0,0,0
42,train,overexposure,data/processed/images/0042_overexposure.png,DEGRADED,0,0,1,0,0,0
42,train,noise,data/processed/images/0042_noise.png,DEGRADED,0,0,0,1,0,0
42,train,severe,data/processed/images/0042_severe.png,DEGRADED,1,0,0,1,1,0
42,train,defect,data/processed/images/0042_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
43,train,clean,data/processed/images/0043_clean.png,ACCEPTABLE,0,0,0,0,0,0
43,train,blur,data/processed/images/0043_blur.png,DEGRADED,1,0,0,0,0,0
43,train,underexposure,data/processed/images/0043_underexposure.png,DEGRADED,0,1,0,0,0,0
43,train,overexposure,data/processed/images/0043_overexposure.png,DEGRADED,0,0,1,0,0,0
43,train,noise,data/processed/images/0043_noise.png,DEGRADED,0,0,0,1,0,0
43,train,severe,data/processed/images/0043_severe.png,DEGRADED,1,0,0,1,1,0
43,train,defect,data/processed/images/0043_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
44,val,clean,data/processed/images/0044_clean.png,ACCEPTABLE,0,0,0,0,0,0
44,val,blur,data/processed/images/0044_blur.png,DEGRADED,1,0,0,0,0,0
44,val,underexposure,data/processed/images/0044_underexposure.png,DEGRADED,0,1,0,0,0,0
44,val,overexposure,data/processed/images/0044_overexposure.png,DEGRADED,0,0,1,0,0,0
44,val,noise,data/processed/images/0044_noise.png,DEGRADED,0,0,0,1,0,0
44,val,severe,data/processed/images/0044_severe.png,DEGRADED,1,0,0,1,1,0
44,val,defect,data/processed/images/0044_defect.png,POTENTIALLY_DEFECTIVE,0,0,0,0,0,1
